# radius_AU intensity_Jy_per_sr
5.045045045045045029e+00 6.303552265628542030e-05
5.150150150150150097e+00 6.302542004790429671e-05
5.255255255255255165e+00 6.300444288067377991e-05
5.360360360360360232e+00 6.297260201398109832e-05
5.465465465465465300e+00 6.292991392648868067e-05
5.570570570570570368e+00 6.287640070192122778e-05
5.675675675675676324e+00 6.281209001002605171e-05
5.780780780780781392e+00 6.273701508272926098e-05
5.885885885885886459e+00 6.265121468551714640e-05
5.990990990990991527e+00 6.255473308407668979e-05
6.096096096096096595e+00 6.244762000623579857e-05
6.201201201201201663e+00 6.232993059924887087e-05
6.306306306306306730e+00 6.220172538247906852e-05
6.411411411411411798e+00 6.206307019553425927e-05
6.516516516516516866e+00 6.191403614191863113e-05
6.621621621621621934e+00 6.175469952826779553e-05
6.726726726726727001e+00 6.158514179923966863e-05
6.831831831831832069e+00 6.140544946813935581e-05
6.936936936936937137e+00 6.121571404336031692e-05
7.042042042042042205e+00 6.101603195072979511e-05
7.147147147147147273e+00 6.080650445185030738e-05
7.252252252252252340e+00 6.058723755853437528e-05
7.357357357357357408e+00 6.035834194343348230e-05
7.462462462462462476e+00 6.011993284696671709e-05
7.567567567567567544e+00 5.987212998065876259e-05
7.672672672672672611e+00 5.961505742700056430e-05
7.777777777777777679e+00 5.934884353594995431e-05
7.882882882882883635e+00 5.907362081819306552e-05
7.987987987987988703e+00 5.878952583529065677e-05
8.093093093093093771e+00 5.849669908683679024e-05
8.198198198198198838e+00 5.819528489476030400e-05
8.303303303303303906e+00 5.788543128490233506e-05
8.408408408408408974e+00 5.756728986600570275e-05
8.513513513513514042e+00 5.724101570625454407e-05
8.618618618618619109e+00 5.690676720750476101e-05
8.723723723723724177e+00 5.656470597734775769e-05
8.828828828828829245e+00 5.621499669915190991e-05
8.933933933933934313e+00 5.585780700022768743e-05
9.039039039039039380e+00 5.549330731826392776e-05
9.144144144144144448e+00 5.512167076618367521e-05
9.249249249249249516e+00 5.474307299556922541e-05
9.354354354354354584e+00 5.435769205880660519e-05
9.459459459459459651e+00 5.396570827010036111e-05
9.564564564564564719e+00 5.356730406550984884e-05
9.669669669669669787e+00 5.316266386215831688e-05
9.774774774774774855e+00 5.275197391676592252e-05
9.879879879879879923e+00 5.233542218365782450e-05
9.984984984984984990e+00 5.191319817239752120e-05
1.009009009009009006e+01 5.148549280519539305e-05
1.019519519519519513e+01 5.105249827424122210e-05
1.030030030030030019e+01 5.061440789910833660e-05
1.040540540540540526e+01 5.017141598437601909e-05
1.051051051051051033e+01 4.972371767761495282e-05
1.061561561561561540e+01 4.927150882787919385e-05
1.072072072072072046e+01 4.881498584484596746e-05
1.082582582582582553e+01 4.835434555874281229e-05
1.093093093093093060e+01 4.788978508119929808e-05
1.103603603603603567e+01 4.742150166715802936e-05
1.114114114114114074e+01 4.694969257797744478e-05
1.124624624624624758e+01 4.647455494585592684e-05
1.135135135135135265e+01 4.599628563970398567e-05
1.145645645645645772e+01 4.551508113258832577e-05
1.156156156156156278e+01 4.503113737086851510e-05
1.166666666666666785e+01 4.454464964514355340e-05
1.177177177177177292e+01 4.405581246312233027e-05
1.187687687687687799e+01 4.356481942452862245e-05
1.198198198198198305e+01 4.307186309814723448e-05
1.208708708708708812e+01 4.257713490111462095e-05
1.219219219219219319e+01 4.208082498055309973e-05
1.229729729729729826e+01 4.158312209764417452e-05
1.240240240240240333e+01 4.108421351423216170e-05
1.250750750750750839e+01 4.058428488204544031e-05
1.261261261261261346e+01 4.008352013461834802e-05
1.271771771771771853e+01 3.958210138199264624e-05
1.282282282282282360e+01 3.908020880827296441e-05
1.292792792792792866e+01 3.857802057210658159e-05
1.303303303303303373e+01 3.807571271015328850e-05
1.313813813813813880e+01 3.757345904360673657e-05
1.324324324324324387e+01 3.707143108782426247e-05
1.334834834834834894e+01 3.656979796511770393e-05
1.345345345345345400e+01 3.606872632075315598e-05
1.355855855855855907e+01 3.556838024220323194e-05
1.366366366366366414e+01 3.506892118169089456e-05
1.376876876876876921e+01 3.457050788205934824e-05
1.387387387387387427e+01 3.407329630599811312e-05
1.397897897897897934e+01 3.357743956865100340e-05
1.408408408408408441e+01 3.308308787362701660e-05
1.418918918918918948e+01 3.259038845243128436e-05
1.429429429429429455e+01 3.209948550732828195e-05
1.439939939939939961e+01 3.161052015764575352e-05
1.450450450450450468e+01 3.112363038952300522e-05
1.460960960960960975e+01 3.063895100910368839e-05
1.471471471471471482e+01 3.015661359916838011e-05
1.481981981981981988e+01 2.967674647919875514e-05
1.492492492492492495e+01 2.919947466886083675e-05
1.503003003003003002e+01 2.872491985489104675e-05
1.513513513513513509e+01 2.825320036136494913e-05
1.524024024024024015e+01 2.778443112332481494e-05
1.534534534534534522e+01 2.731872366373847957e-05
1.545045045045045029e+01 2.685618607375850808e-05
1.555555555555555536e+01 2.639692299624714350e-05
1.566066066066066043e+01 2.594103561252922652e-05
1.576576576576576727e+01 2.548862163233206647e-05
1.587087087087087234e+01 2.503977528686806889e-05
1.597597597597597741e+01 2.459458732501292958e-05
1.608108108108108070e+01 2.415314501252940009e-05
1.618618618618618754e+01 2.371553213428372563e-05
1.629129129129129083e+01 2.328182899939934582e-05
1.639639639639639768e+01 2.285211244928973511e-05
1.650150150150150097e+01 2.242645586851018565e-05
1.660660660660660781e+01 2.200492919836558137e-05
1.671171171171171110e+01 2.158759895320964628e-05
1.681681681681681795e+01 2.117452823936847027e-05
1.692192192192192124e+01 2.076577677661995688e-05
1.702702702702702808e+01 2.036140092215834704e-05
1.713213213213213137e+01 1.996145369697200077e-05
1.723723723723723822e+01 1.956598481456047717e-05
1.734234234234234151e+01 1.917504071191630604e-05
1.744744744744744835e+01 1.878866458269480487e-05
1.755255255255255165e+01 1.840689641249496625e-05
1.765765765765765849e+01 1.802977301617269911e-05
1.776276276276276178e+01 1.765732807710763630e-05
1.786786786786786863e+01 1.728959218834312845e-05
1.797297297297297547e+01 1.692659289551935912e-05
1.807807807807807876e+01 1.656835474151808991e-05
1.818318318318318561e+01 1.621489931273796772e-05
1.828828828828828890e+01 1.586624528691868937e-05
1.839339339339339574e+01 1.552240848243206800e-05
1.849849849849849903e+01 1.518340190895854220e-05
1.860360360360360588e+01 1.484923581946702821e-05
1.870870870870870917e+01 1.451991776341710682e-05
1.881381381381381601e+01 1.419545264110185012e-05
1.891891891891891930e+01 1.387584275905103711e-05
1.902402402402402615e+01 1.356108788641409149e-05
1.912912912912912944e+01 1.325118531224345288e-05
1.923423423423423628e+01 1.294612990359918705e-05
1.933933933933933957e+01 1.264591416439700312e-05
1.944444444444444642e+01 1.235052829492215216e-05
1.954954954954954971e+01 1.205996025193329273e-05
1.965465465465465655e+01 1.177419580928080858e-05
1.975975975975975985e+01 1.149321861896582414e-05
1.986486486486486669e+01 1.121701027256679836e-05
1.996996996996996998e+01 1.094555036296243611e-05
2.007507507507507682e+01 1.067881654628034739e-05
2.018018018018018012e+01 1.041678460400305313e-05
2.028528528528528696e+01 1.015942850516360531e-05
2.039039039039039025e+01 9.906720468565384833e-06
2.049549549549549710e+01 9.658631024961539984e-06
2.060060060060060039e+01 9.415129079131744113e-06
2.070570570570570723e+01 9.176181971795106704e-06
2.081081081081081052e+01 8.941755541300282567e-06
2.091591591591591737e+01 8.711814185035057279e-06
2.102102102102102066e+01 8.486320920500043400e-06
2.112612612612612750e+01 8.265237445992341730e-06
2.123123123123123079e+01 8.048524200847456263e-06
2.133633633633633764e+01 7.836140425189069429e-06
2.144144144144144093e+01 7.628044219138641569e-06
2.154654654654654777e+01 7.424192601438373168e-06
2.165165165165165106e+01 7.224541567443161436e-06
2.175675675675675791e+01 7.029046146439027614e-06
2.186186186186186120e+01 6.837660458247520932e-06
2.196696696696696804e+01 6.650337769077361834e-06
2.207207207207207134e+01 6.467030546586801274e-06
2.217717717717717818e+01 6.287690514121780530e-06
2.228228228228228147e+01 6.112268704097253665e-06
2.238738738738738832e+01 5.940715510490593303e-06
2.249249249249249516e+01 5.772980740418286522e-06
2.259759759759759845e+01 5.609013664768705707e-06
2.270270270270270530e+01 5.448763067865772913e-06
2.280780780780780859e+01 5.292177296140287857e-06
2.291291291291291543e+01 5.139204305787249905e-06
2.301801801801801872e+01 4.989791709389679579e-06
2.312312312312312557e+01 4.843886821490896100e-06
2.322822822822822886e+01 4.701436703099299626e-06
2.333333333333333570e+01 4.562388205111118891e-06
2.343843843843843899e+01 4.426688010638605909e-06
2.354354354354354584e+01 4.294282676232557087e-06
2.364864864864864913e+01 4.165118671989921277e-06
2.375375375375375597e+01 4.039142420538633479e-06
2.385885885885885926e+01 3.916300334893607725e-06
2.396396396396396611e+01 3.796538855179105550e-06
2.406906906906906940e+01 3.679804484214457383e-06
2.417417417417417624e+01 3.566043821961282728e-06
2.427927927927927954e+01 3.455203598832014734e-06
2.438438438438438638e+01 3.347230707860689249e-06
2.448948948948948967e+01 3.242072235738453091e-06
2.459459459459459651e+01 3.139675492717368951e-06
2.469969969969969981e+01 3.039988041387471662e-06
2.480480480480480665e+01 2.942957724333064352e-06
2.490990990990990994e+01 2.848532690675561419e-06
2.501501501501501679e+01 2.756661421511076740e-06
2.512012012012012008e+01 2.667292754252223160e-06
2.522522522522522692e+01 2.580375905884377409e-06
2.533033033033033021e+01 2.495860495147816625e-06
2.543543543543543706e+01 2.413696563657875449e-06
2.554054054054054035e+01 2.333834595976288719e-06
2.564564564564564719e+01 2.256225538647542912e-06
2.575075075075075048e+01 2.180820818215022138e-06
2.585585585585585733e+01 2.107572358232246107e-06
2.596096096096096062e+01 2.036432595285400414e-06
2.606606606606606746e+01 1.967354494043789798e-06
2.617117117117117076e+01 1.900291561355629565e-06
2.627627627627627760e+01 1.835197859406971152e-06
2.638138138138138089e+01 1.772028017962205949e-06
2.648648648648648773e+01 1.710737245704948984e-06
2.659159159159159103e+01 1.651281340698614396e-06
2.669669669669669787e+01 1.593616699986294258e-06
2.680180180180180116e+01 1.537700328349990027e-06
2.690690690690690801e+01 1.483489846249445567e-06
2.701201201201201485e+01 1.430943496961206798e-06
2.711711711711711814e+01 1.380020152938659215e-06
2.722222222222222499e+01 1.330679321414059430e-06
2.732732732732732828e+01 1.282881149263720687e-06
2.743243243243243512e+01 1.236586427157585973e-06
2.753753753753753841e+01 1.191756593014603220e-06
2.764264264264264526e+01 1.148353734785275750e-06
2.774774774774774855e+01 1.106340592582878704e-06
2.785285285285285539e+01 1.065680560184741715e-06
2.795795795795795868e+01 1.026337685925061659e-06
2.806306306306306553e+01 9.882766730005445438e-07
2.816816816816816882e+01 9.514628792101949704e-07
2.827327327327327566e+01 9.158623161503547874e-07
2.837837837837837895e+01 8.814416478860619250e-07
2.848348348348348580e+01 8.481681891195373121e-07
2.858858858858858909e+01 8.160099028765061215e-07
2.869369369369369593e+01 7.849353977308095099e-07
2.879879879879879923e+01 7.549139245875599366e-07
2.890390390390390607e+01 7.259153730448376646e-07
2.900900900900900936e+01 6.979102673536787093e-07
2.911411411411411621e+01 6.708697619958115361e-07
2.921921921921921950e+01 6.447656368983272717e-07
2.932432432432432634e+01 6.195702923041340443e-07
2.942942942942942963e+01 5.952567433167512945e-07
2.953453453453453648e+01 5.717986141376402332e-07
2.963963963963963977e+01 5.491701320139508866e-07
2.974474474474474661e+01 5.273461209141701828e-07
2.984984984984984990e+01 5.063019949488331332e-07
2.995495495495495675e+01 4.860137515530468665e-07
3.006006006006006004e+01 4.664579644472198259e-07
3.016516516516516688e+01 4.476117763919801197e-07
3.027027027027027017e+01 4.294528917528917757e-07
3.037537537537537702e+01 4.119595688901519128e-07
3.048048048048048031e+01 3.951106123880697252e-07
3.058558558558558715e+01 3.788853651386997871e-07
3.069069069069069045e+01 3.632637002936093200e-07
3.079579579579579729e+01 3.482260130973209407e-07
3.090090090090090058e+01 3.337532126155865800e-07
3.100600600600600742e+01 3.198267133711985972e-07
3.111111111111111072e+01 3.064284268996637426e-07
3.121621621621621756e+01 2.935407532366138349e-07
3.132132132132132085e+01 2.811465723484456959e-07
3.142642642642642770e+01 2.692292355172419534e-07
3.153153153153153454e+01 2.577725566906374379e-07
3.163663663663663783e+01 2.467608038068712195e-07
3.174174174174174468e+01 2.361786901048669146e-07
3.184684684684684797e+01 2.260113654287911316e-07
3.195195195195195481e+01 2.162444075361234503e-07
3.205705705705705810e+01 2.068638134179073440e-07
3.216216216216216139e+01 1.978559906394371744e-07
3.226726726726727179e+01 1.892077487092800800e-07
3.237237237237237508e+01 1.809062904841417304e-07
3.247747747747747837e+01 1.729392036167146100e-07
3.258258258258258167e+01 1.652944520533003385e-07
3.268768768768769206e+01 1.579603675876266728e-07
3.279279279279279535e+01 1.509256414769368091e-07
3.289789789789789864e+01 1.441793161260833341e-07
3.300300300300300194e+01 1.377107768450364008e-07
3.310810810810811233e+01 1.315097436848720217e-07
3.321321321321321562e+01 1.255662633570013605e-07
3.331831831831831892e+01 1.198707012400797917e-07
3.342342342342342221e+01 1.144137334787430670e-07
3.352852852852853260e+01 1.091863391780114992e-07
3.363363363363363590e+01 1.041797926969232212e-07
3.373873873873873919e+01 9.938565604467316307e-08
3.384384384384384248e+01 9.479577138227209727e-08
3.394894894894895288e+01 9.040225363246811545e-08
3.405405405405405617e+01 8.619748320042699331e-08
3.415915915915915946e+01 8.217409880741531377e-08
3.426426426426426275e+01 7.832499043950040723e-08
3.436936936936937315e+01 7.464329241304591807e-08
3.447447447447447644e+01 7.112237655856472728e-08
3.457957957957957973e+01 6.775584552427435962e-08
3.468468468468468302e+01 6.453752620050251200e-08
3.478978978978979342e+01 6.146146326588621858e-08
3.489489489489489671e+01 5.852191285612592331e-08
3.500000000000000000e+01 5.571333635586954906e-08
3.510510510510510329e+01 5.303039431413569347e-08
3.521021021021021369e+01 5.046794048351382873e-08
3.531531531531531698e+01 4.802101598322660572e-08
3.542042042042042027e+01 4.568484358598431612e-08
3.552552552552552356e+01 4.345482212842574300e-08
3.563063063063063396e+01 4.132652104479755385e-08
3.573573573573573725e+01 3.929567502340021385e-08
3.584084084084084054e+01 3.735817878520328087e-08
3.594594594594595094e+01 3.551008198392271711e-08
3.605105105105105423e+01 3.374758422674066006e-08
3.615615615615615752e+01 3.206703021474614704e-08
3.626126126126126081e+01 3.046490500208403985e-08
3.636636636636637121e+01 2.893782937270431298e-08
3.647147147147147450e+01 2.748255533352495940e-08
3.657657657657657779e+01 2.609596172273984049e-08
3.668168168168168108e+01 2.477504993193480262e-08
3.678678678678679148e+01 2.351693974060521801e-08
3.689189189189189477e+01 2.231886526160851749e-08
3.699699699699699806e+01 2.117817099602715180e-08
3.710210210210210136e+01 2.009230799586826371e-08
3.720720720720721175e+01 1.905883013297692748e-08
3.731231231231231504e+01 1.807539047249999189e-08
3.741741741741741833e+01 1.713973774919650809e-08
3.752252252252252163e+01 1.624971294486160721e-08
3.762762762762763202e+01 1.540324596509640071e-08
3.773273273273273531e+01 1.459835241363470020e-08
3.783783783783783861e+01 1.383313046241211136e-08
3.794294294294294190e+01 1.310575781554786439e-08
3.804804804804805229e+01 1.241448876539225358e-08
3.815315315315315559e+01 1.175765133878262258e-08
3.825825825825825888e+01 1.113364453164062604e-08
3.836336336336336217e+01 1.054093563003986387e-08
3.846846846846847257e+01 9.978057615868595063e-09
3.857357357357357586e+01 9.443606655212784264e-09
3.867867867867867915e+01 8.936239667586750737e-09
3.878378378378378244e+01 8.454671974144406905e-09
3.888888888888889284e+01 7.997675023009643904e-09
3.899399399399399613e+01 7.564074189875232802e-09
3.909909909909909942e+01 7.152746652028987916e-09
3.920420420420420271e+01 6.762619333980798089e-09
3.930930930930931311e+01 6.392666922877437863e-09
3.941441441441441640e+01 6.041909951909378381e-09
3.951951951951951969e+01 5.709412949931108412e-09
3.962462462462462298e+01 5.394282655536462245e-09
3.972972972972973338e+01 5.095666293850617009e-09
3.983483483483483667e+01 4.812749914322437423e-09
3.993993993993993996e+01 4.544756787823612431e-09
4.004504504504504325e+01 4.290945861385453202e-09
4.015015015015015365e+01 4.050610268928469095e-09
4.025525525525525694e+01 3.823075896366079693e-09
4.036036036036036023e+01 3.607699999489669537e-09
4.046546546546547063e+01 3.403869873069970614e-09
4.057057057057057392e+01 3.211001569637002480e-09
4.067567567567567721e+01 3.028538666428769339e-09
4.078078078078078050e+01 2.855951079028288704e-09
4.088588588588589090e+01 2.692733920236721467e-09
4.099099099099099419e+01 2.538406402760217554e-09
4.109609609609609748e+01 2.392510784317204306e-09
4.120120120120120077e+01 2.254611353803014926e-09
4.130630630630631117e+01 2.124293457178250790e-09
4.141141141141141446e+01 2.001162561777378258e-09
4.151651651651651775e+01 1.884843357763847860e-09
4.162162162162162105e+01 1.774978895488290449e-09
4.172672672672673144e+01 1.671229757535839702e-09
4.183183183183183473e+01 1.573273264278655134e-09
4.193693693693693803e+01 1.480802711779181301e-09
4.204204204204204132e+01 1.393526640919320022e-09
4.214714714714715171e+01 1.311168136659704188e-09
4.225225225225225500e+01 1.233464156362442155e-09
4.235735735735735830e+01 1.160164886139204306e-09
4.246246246246246159e+01 1.091033124215214119e-09
4.256756756756757198e+01 1.025843690327495429e-09
4.267267267267267528e+01 9.643828602036905943e-10
4.277777777777777857e+01 9.064478241949519873e-10
4.288288288288288186e+01 8.518461691635544572e-10
4.298798798798799226e+01 8.003953827522937091e-10
4.309309309309309555e+01 7.519223791889625187e-10
4.319819819819819884e+01 7.062630458048677444e-10
4.330330330330330213e+01 6.632618094716454570e-10
4.340840840840841253e+01 6.227712221853788844e-10
4.351351351351351582e+01 5.846515650514065711e-10
4.361861861861861911e+01 5.487704699469758441e-10
4.372372372372372240e+01 5.150025581623800217e-10
4.382882882882883280e+01 4.832290953439771601e-10
4.393393393393393609e+01 4.533376620849364202e-10
4.403903903903903938e+01 4.252218395313983915e-10
4.414414414414414267e+01 3.987809093931672360e-10
4.424924924924925307e+01 3.739195677688722910e-10
4.435435435435435636e+01 3.505476522159642004e-10
4.445945945945945965e+01 3.285798815157299417e-10
4.456456456456456294e+01 3.079356076029617034e-10
4.466966966966967334e+01 2.885385791487089860e-10
4.477477477477477663e+01 2.703167163029845690e-10
4.487987987987987992e+01 2.532018961221378940e-10
4.498498498498499032e+01 2.371297482230522211e-10
4.509009009009009361e+01 2.220394602231984952e-10
4.519519519519519690e+01 2.078735925420260787e-10
4.530030030030030019e+01 1.945779021551592620e-10
4.540540540540541059e+01 1.821011749083205836e-10
4.551051051051051388e+01 1.703950660129759396e-10
4.561561561561561717e+01 1.594139483602472895e-10
4.572072072072072046e+01 1.491147683038026064e-10
4.582582582582583086e+01 1.394569085760958064e-10
4.593093093093093415e+01 1.304020580156221806e-10
4.603603603603603744e+01 1.219140877956623779e-10
4.614114114114114074e+01 1.139589338574418370e-10
4.624624624624625113e+01 1.065044852626218359e-10
4.635135135135135442e+01 9.952047819166967793e-11
4.645645645645645772e+01 9.297839532586530387e-11
4.656156156156156101e+01 8.685137036156454105e-11
4.666666666666667140e+01 8.111409741578332824e-11
4.677177177177177470e+01 7.574274509229383006e-11
4.687687687687687799e+01 7.071487498714895798e-11
4.698198198198198128e+01 6.600936442197499150e-11
4.708708708708709167e+01 6.160633320241517101e-11
4.719219219219219497e+01 5.748707420785109202e-11
4.729729729729729826e+01 5.363398762693189687e-11
4.740240240240240155e+01 5.003051866154989824e-11
4.750750750750751195e+01 4.666109852968696400e-11
4.761261261261261524e+01 4.351108860506585616e-11
4.771771771771771853e+01 4.056672753874396670e-11
4.782282282282282182e+01 3.781508121473644470e-11
4.792792792792793222e+01 3.524399539840864530e-11
4.803303303303303551e+01 3.284205094279269408e-11
4.813813813813813880e+01 3.059852142412559737e-11
4.824324324324324209e+01 2.850333308381951040e-11
4.834834834834835249e+01 2.654702695973611219e-11
4.845345345345345578e+01 2.472072309507878293e-11
4.855855855855855907e+01 2.301608671842759490e-11
4.866366366366366236e+01 2.142529629344610208e-11
4.876876876876877276e+01 1.994101334157768212e-11
4.887387387387387605e+01 1.855635394564138062e-11
4.897897897897897934e+01 1.726486184663417045e-11
4.908408408408408263e+01 1.606048305025822251e-11
4.918918918918919303e+01 1.493754186371900699e-11
4.929429429429429632e+01 1.389071828719880592e-11
4.939939939939939961e+01 1.291502668809531100e-11
4.950450450450451001e+01 1.200579568964475890e-11
4.960960960960961330e+01 1.115864920891857802e-11
4.971471471471471659e+01 1.036948858240325685e-11
4.981981981981981988e+01 9.634475720453496593e-12
4.992492492492493028e+01 8.950017234844993669e-12
5.003003003003003357e+01 8.312749486460852137e-12
5.013513513513513686e+01 7.719524502822754225e-12
5.024024024024024015e+01 7.167396717734183694e-12
5.034534534534535055e+01 6.653610487739317566e-12
5.045045045045045384e+01 6.175588342425697163e-12
5.055555555555555713e+01 5.730919927813624498e-12
5.066066066066066043e+01 5.317351604187270929e-12
5.076576576576577082e+01 4.932776661732573495e-12
5.087087087087087411e+01 4.575226119263695382e-12
5.097597597597597741e+01 4.242860073142038850e-12
5.108108108108108070e+01 3.933959565229627037e-12
5.118618618618619109e+01 3.646918940368834189e-12
5.129129129129129439e+01 3.380238665452797072e-12
5.139639639639639768e+01 3.132518583644621487e-12
5.150150150150150097e+01 2.902451578724829960e-12
5.160660660660661136e+01 2.688817625896110536e-12
5.171171171171171466e+01 2.490478206658324382e-12
5.181681681681681795e+01 2.306371066584723488e-12
5.192192192192192124e+01 2.135505295988511049e-12
5.202702702702703164e+01 1.976956714567355592e-12
5.213213213213213493e+01 1.829863542156443281e-12
5.223723723723723822e+01 1.693422338710343157e-12
5.234234234234234151e+01 1.566884197572764998e-12
5.244744744744745191e+01 1.449551176983324543e-12
5.255255255255255520e+01 1.340772955614587400e-12
5.265765765765765849e+01 1.239943698732484632e-12
5.276276276276276178e+01 1.146499122331262415e-12
5.286786786786787218e+01 1.059913743312125010e-12
5.297297297297297547e+01 9.796983044547314933e-13
5.307807807807807876e+01 9.053973635744030584e-13
5.318318318318318205e+01 8.365870368675411358e-13
5.328828828828829245e+01 7.728728870240678903e-13
5.339339339339339574e+01 7.138879472314640809e-13
5.349849849849849903e+01 6.592908727107153649e-13
5.360360360360360232e+01 6.087642119124767253e-13
5.370870870870871272e+01 5.620127899626747475e-13
5.381381381381381601e+01 5.187621973827142701e-13
5.391891891891891930e+01 4.787573775209855604e-13
5.402402402402402970e+01 4.417613065213870584e-13
5.412912912912913299e+01 4.075537600216420465e-13
5.423423423423423628e+01 3.759301611208444380e-13
5.433933933933933957e+01 3.467005044829086748e-13
5.444444444444444997e+01 3.196883517511770316e-13
5.454954954954955326e+01 2.947298937406829459e-13
5.465465465465465655e+01 2.716730751491454512e-13
5.475975975975975985e+01 2.503767777867211437e-13
5.486486486486487024e+01 2.307100585685070487e-13
5.496996996996997353e+01 2.125514387438245399e-13
5.507507507507507682e+01 1.957882410529213073e-13
5.518018018018018012e+01 1.803159717058268278e-13
5.528528528528529051e+01 1.660377442702160556e-13
5.539039039039039380e+01 1.528637427360478285e-13
5.549549549549549710e+01 1.407107211949746628e-13
5.560060060060060039e+01 1.295015377327222545e-13
5.570570570570571078e+01 1.191647202833208230e-13
5.581081081081081408e+01 1.096340623357886121e-13
5.591591591591591737e+01 1.008482465171041997e-13
5.602102102102102066e+01 9.275049420057446920e-14
5.612612612612613106e+01 8.528823940639645354e-14
5.623123123123123435e+01 7.841282537180190172e-14
5.633633633633633764e+01 7.207922227205257524e-14
5.644144144144144093e+01 6.624576467110654054e-14
5.654654654654655133e+01 6.087390737234895527e-14
5.665165165165165462e+01 5.592799842575048550e-14
5.675675675675675791e+01 5.137506812847537874e-14
5.686186186186186120e+01 4.718463293164350450e-14
5.696696696696697160e+01 4.332851323692920380e-14
5.707207207207207489e+01 3.978066413323983346e-14
5.717717717717717818e+01 3.651701818611140230e-14
5.728228228228228147e+01 3.351533945095366668e-14
5.738738738738739187e+01 3.075508793606480578e-14
5.749249249249249516e+01 2.821729379268927883e-14
5.759759759759759845e+01 2.588444055746228308e-14
5.770270270270270174e+01 2.374035681762464245e-14
5.780780780780781214e+01 2.177011571152745048e-14
5.791291291291291543e+01 1.995994171640496715e-14
5.801801801801801872e+01 1.829712421230176698e-14
5.812312312312312201e+01 1.676993734557568090e-14
5.822822822822823241e+01 1.536756574769192526e-14
5.833333333333333570e+01 1.408003569522348657e-14
5.843843843843843899e+01 1.289815132520447878e-14
5.854354354354354939e+01 1.181343554636676279e-14
5.864864864864865268e+01 1.081807531144583306e-14
5.875375375375375597e+01 9.904870938770558097e-15
5.885885885885885926e+01 9.067189192864641753e-15
5.896396396396396966e+01 8.298919853870904561e-15
5.906906906906907295e+01 7.594435524360042527e-15
5.917417417417417624e+01 6.948554439584721199e-15
5.927927927927927954e+01 6.356506063570835233e-15
5.938438438438438993e+01 5.813899268667958860e-15
5.948948948948949322e+01 5.316692910391027590e-15
5.959459459459459651e+01 4.861168622631260850e-15
5.969969969969969981e+01 4.443905670666339817e-15
5.980480480480481020e+01 4.061757710909258804e-15
5.990990990990991349e+01 3.711831317062094997e-15
6.001501501501501679e+01 3.391466142333062211e-15
6.012012012012012008e+01 3.098216596682749080e-15
6.022522522522523047e+01 2.829834926730991543e-15
6.033033033033033377e+01 2.584255594025280619e-15
6.043543543543543706e+01 2.359580854880040899e-15
6.054054054054054035e+01 2.154067451985725779e-15
6.064564564564565075e+01 1.966114334486785162e-15
6.075075075075075404e+01 1.794251329275739776e-15
6.085585585585585733e+01 1.637128691873414369e-15
6.096096096096096062e+01 1.493507470494245365e-15
